PDB_file, description
ak2_seed-53_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=53 sample=3 template=off
ak2_seed-53_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=53 sample=4 template=off
ak2_seed-54_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=54 sample=0 template=off
ak2_seed-54_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=54 sample=1 template=off
ak2_seed-54_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=54 sample=2 template=off
ak2_seed-54_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=54 sample=3 template=off
ak2_seed-54_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=54 sample=4 template=off
ak2_seed-55_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=55 sample=0 template=off
ak2_seed-55_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=55 sample=1 template=off
ak2_seed-55_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=55 sample=2 template=off
ak2_seed-55_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=55 sample=3 template=off
ak2_seed-55_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=55 sample=4 template=off
ak2_seed-56_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=56 sample=0 template=off
ak2_seed-56_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=56 sample=1 template=off
ak2_seed-56_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=56 sample=2 template=off
ak2_seed-56_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=56 sample=3 template=off
ak2_seed-56_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=56 sample=4 template=off
ak2_seed-57_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=57 sample=0 template=off
ak2_seed-57_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=57 sample=1 template=off
ak2_seed-57_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=57 sample=2 template=off
ak2_seed-57_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=57 sample=3 template=off
ak2_seed-57_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=57 sample=4 template=off
ak2_seed-58_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=58 sample=0 template=off
ak2_seed-58_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=58 sample=1 template=off
ak2_seed-58_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=58 sample=2 template=off
ak2_seed-58_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=58 sample=3 template=off
ak2_seed-58_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=58 sample=4 template=off
ak2_seed-59_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=59 sample=0 template=off
ak2_seed-59_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=59 sample=1 template=off
ak2_seed-59_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=59 sample=2 template=off
ak2_seed-59_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=59 sample=3 template=off
ak2_seed-59_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=59 sample=4 template=off
ak2_seed-60_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=60 sample=0 template=off
ak2_seed-60_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=60 sample=1 template=off
ak2_seed-60_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=60 sample=2 template=off
ak2_seed-60_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=60 sample=3 template=off
ak2_seed-60_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=60 sample=4 template=off
ak2_seed-61_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=61 sample=0 template=off
ak2_seed-61_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=61 sample=1 template=off
ak2_seed-61_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=61 sample=2 template=off
ak2_seed-61_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=61 sample=3 template=off
ak2_seed-61_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=61 sample=4 template=off
ak2_seed-62_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=62 sample=0 template=off
ak2_seed-62_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=62 sample=1 template=off
ak2_seed-62_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=62 sample=2 template=off
ak2_seed-62_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=62 sample=3 template=off
ak2_seed-62_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=62 sample=4 template=off
ak2_seed-63_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=63 sample=0 template=off
ak2_seed-63_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=63 sample=1 template=off
ak2_seed-63_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=63 sample=2 template=off
ak2_seed-63_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=63 sample=3 template=off
ak2_seed-63_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=63 sample=4 template=off
ak2_seed-64_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=64 sample=0 template=off
ak2_seed-64_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=64 sample=1 template=off
ak2_seed-64_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=64 sample=2 template=off
ak2_seed-64_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=64 sample=3 template=off
ak2_seed-64_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=64 sample=4 template=off
ak2_seed-65_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=65 sample=0 template=off
ak2_seed-65_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=65 sample=1 template=off
ak2_seed-65_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=65 sample=2 template=off
ak2_seed-65_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=65 sample=3 template=off
ak2_seed-65_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=65 sample=4 template=off
ak2_seed-66_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=66 sample=0 template=off
ak2_seed-66_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=66 sample=1 template=off
ak2_seed-66_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=66 sample=2 template=off
ak2_seed-66_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=66 sample=3 template=off
ak2_seed-66_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=66 sample=4 template=off
ak2_seed-67_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=67 sample=0 template=off
ak2_seed-67_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=67 sample=1 template=off
ak2_seed-67_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=67 sample=2 template=off
ak2_seed-67_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=67 sample=3 template=off
ak2_seed-67_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=67 sample=4 template=off
ak2_seed-68_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=68 sample=0 template=off
ak2_seed-68_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=68 sample=1 template=off
ak2_seed-68_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=68 sample=2 template=off
ak2_seed-68_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=68 sample=3 template=off
ak2_seed-68_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=68 sample=4 template=off
ak2_seed-69_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=69 sample=0 template=off
ak2_seed-69_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=69 sample=1 template=off
ak2_seed-69_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=69 sample=2 template=off
ak2_seed-69_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=69 sample=3 template=off
ak2_seed-69_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=69 sample=4 template=off
ak2_seed-70_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=70 sample=0 template=off
ak2_seed-70_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=70 sample=1 template=off
ak2_seed-70_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=70 sample=2 template=off
ak2_seed-70_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=70 sample=3 template=off
ak2_seed-70_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=70 sample=4 template=off
ak2_seed-71_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=71 sample=0 template=off
ak2_seed-71_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=71 sample=1 template=off
ak2_seed-71_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=71 sample=2 template=off
ak2_seed-71_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=71 sample=3 template=off
ak2_seed-71_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=71 sample=4 template=off
ak2_seed-72_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=72 sample=0 template=off
ak2_seed-72_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=72 sample=1 template=off
ak2_seed-72_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=72 sample=2 template=off
ak2_seed-72_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=72 sample=3 template=off
ak2_seed-72_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=72 sample=4 template=off
ak2_seed-73_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=73 sample=0 template=off
ak2_seed-73_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=73 sample=1 template=off
ak2_seed-73_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=73 sample=2 template=off
ak2_seed-73_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=73 sample=3 template=off
ak2_seed-73_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=73 sample=4 template=off
ak2_seed-74_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=74 sample=0 template=off
ak2_seed-74_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=74 sample=1 template=off
ak2_seed-74_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=74 sample=2 template=off
ak2_seed-74_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=74 sample=3 template=off
ak2_seed-74_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=74 sample=4 template=off
ak2_seed-75_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=75 sample=0 template=off
ak2_seed-75_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=75 sample=1 template=off
ak2_seed-75_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=75 sample=2 template=off
ak2_seed-75_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=75 sample=3 template=off
ak2_seed-75_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=75 sample=4 template=off
ak2_seed-76_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=76 sample=0 template=off
ak2_seed-76_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=76 sample=1 template=off
ak2_seed-76_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=76 sample=2 template=off
ak2_seed-76_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=76 sample=3 template=off
ak2_seed-76_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=76 sample=4 template=off
ak2_seed-77_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=77 sample=0 template=off
ak2_seed-77_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=77 sample=1 template=off
ak2_seed-77_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=77 sample=2 template=off
ak2_seed-77_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=77 sample=3 template=off
ak2_seed-77_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=77 sample=4 template=off
ak2_seed-78_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=78 sample=0 template=off
ak2_seed-78_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=78 sample=1 template=off
ak2_seed-78_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=78 sample=2 template=off
ak2_seed-78_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=78 sample=3 template=off
ak2_seed-78_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=78 sample=4 template=off
ak2_seed-79_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=79 sample=0 template=off
ak2_seed-79_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=79 sample=1 template=off
ak2_seed-79_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=79 sample=2 template=off
ak2_seed-79_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=79 sample=3 template=off
ak2_seed-79_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=79 sample=4 template=off
ak2_seed-80_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=80 sample=0 template=off
ak2_seed-80_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=80 sample=1 template=off
ak2_seed-80_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=80 sample=2 template=off
ak2_seed-80_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=80 sample=3 template=off
ak2_seed-80_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=80 sample=4 template=off
ak2_seed-81_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=81 sample=0 template=off
ak2_seed-81_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=81 sample=1 template=off
ak2_seed-81_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=81 sample=2 template=off
ak2_seed-81_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=81 sample=3 template=off
ak2_seed-81_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=81 sample=4 template=off
ak2_seed-82_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=82 sample=0 template=off
ak2_seed-82_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=82 sample=1 template=off
ak2_seed-82_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=82 sample=2 template=off
ak2_seed-82_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=82 sample=3 template=off
ak2_seed-82_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=82 sample=4 template=off
ak2_seed-83_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=83 sample=0 template=off
ak2_seed-83_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=83 sample=1 template=off
ak2_seed-83_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=83 sample=2 template=off
ak2_seed-83_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=83 sample=3 template=off
ak2_seed-83_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=83 sample=4 template=off
ak2_seed-84_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=84 sample=0 template=off
ak2_seed-84_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=84 sample=1 template=off
ak2_seed-84_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=84 sample=2 template=off
ak2_seed-84_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=84 sample=3 template=off
ak2_seed-84_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=84 sample=4 template=off
ak2_seed-85_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=85 sample=0 template=off
ak2_seed-85_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=85 sample=1 template=off
ak2_seed-85_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=85 sample=2 template=off
ak2_seed-85_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=85 sample=3 template=off
ak2_seed-85_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=85 sample=4 template=off
ak2_seed-86_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=86 sample=0 template=off
ak2_seed-86_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=86 sample=1 template=off
ak2_seed-86_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=86 sample=2 template=off
ak2_seed-86_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=86 sample=3 template=off
ak2_seed-86_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=86 sample=4 template=off
ak2_seed-87_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=87 sample=0 template=off
ak2_seed-87_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=87 sample=1 template=off
ak2_seed-87_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=87 sample=2 template=off
ak2_seed-87_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=87 sample=3 template=off
ak2_seed-87_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=87 sample=4 template=off
ak2_seed-88_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=88 sample=0 template=off
ak2_seed-88_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=88 sample=1 template=off
ak2_seed-88_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=88 sample=2 template=off
ak2_seed-88_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=88 sample=3 template=off
ak2_seed-88_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=88 sample=4 template=off
ak2_seed-89_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=89 sample=0 template=off
ak2_seed-89_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=89 sample=1 template=off
ak2_seed-89_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=89 sample=2 template=off
ak2_seed-89_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=89 sample=3 template=off
ak2_seed-89_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=89 sample=4 template=off
ak2_seed-90_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=90 sample=0 template=off
ak2_seed-90_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=90 sample=1 template=off
ak2_seed-90_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=90 sample=2 template=off
ak2_seed-90_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=90 sample=3 template=off
ak2_seed-90_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=90 sample=4 template=off
ak2_seed-91_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=91 sample=0 template=off
ak2_seed-91_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=91 sample=1 template=off
ak2_seed-91_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=91 sample=2 template=off
ak2_seed-91_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=91 sample=3 template=off
ak2_seed-91_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=91 sample=4 template=off
ak2_seed-92_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=92 sample=0 template=off
ak2_seed-92_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=92 sample=1 template=off
ak2_seed-92_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=92 sample=2 template=off
ak2_seed-92_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=92 sample=3 template=off
ak2_seed-92_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=92 sample=4 template=off
ak2_seed-93_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=93 sample=0 template=off
ak2_seed-93_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=93 sample=1 template=off
ak2_seed-93_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=93 sample=2 template=off
ak2_seed-93_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=93 sample=3 template=off
ak2_seed-93_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=93 sample=4 template=off
ak2_seed-94_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=94 sample=0 template=off
ak2_seed-94_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=94 sample=1 template=off
ak2_seed-94_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=94 sample=2 template=off
ak2_seed-94_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=94 sample=3 template=off
ak2_seed-94_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=94 sample=4 template=off
ak2_seed-95_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=95 sample=0 template=off
ak2_seed-95_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=95 sample=1 template=off
ak2_seed-95_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=95 sample=2 template=off
ak2_seed-95_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=95 sample=3 template=off
ak2_seed-95_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=95 sample=4 template=off
ak2_seed-96_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=96 sample=0 template=off
ak2_seed-96_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=96 sample=1 template=off
ak2_seed-96_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=96 sample=2 template=off
ak2_seed-96_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=96 sample=3 template=off
ak2_seed-96_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=96 sample=4 template=off
ak2_seed-97_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=97 sample=0 template=off
ak2_seed-97_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=97 sample=1 template=off
ak2_seed-97_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=97 sample=2 template=off
ak2_seed-97_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=97 sample=3 template=off
ak2_seed-97_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=97 sample=4 template=off
ak2_seed-98_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=98 sample=0 template=off
ak2_seed-98_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=98 sample=1 template=off
ak2_seed-98_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=98 sample=2 template=off
ak2_seed-98_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=98 sample=3 template=off
ak2_seed-98_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=98 sample=4 template=off
ak2_seed-99_sample-0_model.pdb, tool=af3 msa=ak2_0.a3m seed=99 sample=0 template=off
ak2_seed-99_sample-1_model.pdb, tool=af3 msa=ak2_0.a3m seed=99 sample=1 template=off
ak2_seed-99_sample-2_model.pdb, tool=af3 msa=ak2_0.a3m seed=99 sample=2 template=off
ak2_seed-99_sample-3_model.pdb, tool=af3 msa=ak2_0.a3m seed=99 sample=3 template=off
ak2_seed-99_sample-4_model.pdb, tool=af3 msa=ak2_0.a3m seed=99 sample=4 template=off
ak2-clustered-ak2_000_seed-0_sample-1_model.pdb, tool=af3_cluster msa=ak2_000.a3m seed=0 sample=1 template=off
ak2-clustered-ak2_001_seed-0_sample-1_model.pdb, tool=af3_cluster msa=ak2_001.a3m seed=0 sample=1 template=off
ak2-clustered-ak2_002_seed-0_sample-1_model.pdb, tool=af3_cluster msa=ak2_002.a3m seed=0 sample=1 template=off
ak2-clustered-ak2_003_seed-0_sample-1_model.pdb, tool=af3_cluster msa=ak2_003.a3m seed=0 sample=1 template=off
ak2-clustered-ak2_004_seed-0_sample-1_model.pdb, tool=af3_cluster msa=ak2_004.a3m seed=0 sample=1 template=off
ak2-clustered-ak2_005_seed-0_sample-1_model.pdb, tool=af3_cluster msa=ak2_005.a3m seed=0 sample=1 template=off
ak2-clustered-ak2_006_seed-0_sample-1_model.pdb, tool=af3_cluster msa=ak2_006.a3m seed=0 sample=1 template=off
ak2-clustered-ak2_007_seed-0_sample-1_model.pdb, tool=af3_cluster msa=ak2_007.a3m seed=0 sample=1 template=off
ak2-clustered-ak2_008_seed-0_sample-1_model.pdb, tool=af3_cluster msa=ak2_008.a3m seed=0 sample=1 template=off
ak2-clustered-ak2_009_seed-0_sample-1_model.pdb, tool=af3_cluster msa=ak2_009.a3m seed=0 sample=1 template=off
ak2-clustered-ak2_010_seed-0_sample-1_model.pdb, tool=af3_cluster msa=ak2_010.a3m seed=0 sample=1 template=off
ak2-clustered-ak2_011_seed-0_sample-1_model.pdb, tool=af3_cluster msa=ak2_011.a3m seed=0 sample=1 template=off
ak2-clustered-ak2_012_seed-0_sample-1_model.pdb, tool=af3_cluster msa=ak2_012.a3m seed=0 sample=1 template=off
ak2-clustered-ak2_013_seed-0_sample-1_model.pdb, tool=af3_cluster msa=ak2_013.a3m seed=0 sample=1 template=off
ak2-clustered-ak2_014_seed-0_sample-1_model.pdb, tool=af3_cluster msa=ak2_014.a3m seed=0 sample=1 template=off
ak2-clustered-ak2_015_seed-0_sample-1_model.pdb, tool=af3_cluster msa=ak2_015.a3m seed=0 sample=1 template=off
ak2-clustered-ak2_016_seed-0_sample-1_model.pdb, tool=af3_cluster msa=ak2_016.a3m seed=0 sample=1 template=off
ak2-clustered-ak2_017_seed-0_sample-1_model.pdb, tool=af3_cluster msa=ak2_017.a3m seed=0 sample=1 template=off
ak2-clustered-ak2_018_seed-0_sample-1_model.pdb, tool=af3_cluster msa=ak2_018.a3m seed=0 sample=1 template=off
ak2-clustered-ak2_019_seed-0_sample-1_model.pdb, tool=af3_cluster msa=ak2_019.a3m seed=0 sample=1 template=off
ak2-clustered-ak2_020_seed-0_sample-1_model.pdb, tool=af3_cluster msa=ak2_020.a3m seed=0 sample=1 template=off
ak2-clustered-ak2_021_seed-0_sample-1_model.pdb, tool=af3_cluster msa=ak2_021.a3m seed=0 sample=1 template=off
ak2-clustered-ak2_022_seed-0_sample-1_model.pdb, tool=af3_cluster msa=ak2_022.a3m seed=0 sample=1 template=off
ak2-clustered-ak2_023_seed-0_sample-1_model.pdb, tool=af3_cluster msa=ak2_023.a3m seed=0 sample=1 template=off
